Location,Date,Value
Canada,04/27/2025,50.2267377807296
Canada,04/28/2025,64.6760263783211
Canada,04/29/2025,71.1718786812634
Canada,04/30/2025,71.7844409191574
Canada,05/01/2025,69.97876914036
Canada,05/02/2025,72.6396959720718
Canada,05/03/2025,74.8978103802558
"Saskatchewan, Canada",04/27/2025,43.3439241147488
"Saskatchewan, Canada",04/28/2025,64.0742275636598
"Saskatchewan, Canada",04/29/2025,73.2513698945526
"Saskatchewan, Canada",04/30/2025,72.6527605101993
"Saskatchewan, Canada",05/01/2025,69.9349995422502
"Saskatchewan, Canada",05/02/2025,76.5769477249839
"Saskatchewan, Canada",05/03/2025,74.8512313466996
"Estevan, SK+",04/27/2025,35.5140186915887
"Estevan, SK+",04/28/2025,52.2029372496662
"Estevan, SK+",04/29/2025,59.6795727636849
"Estevan, SK+",04/30/2025,62.6168224299065
"Estevan, SK+",05/01/2025,55.9412550066755
"Estevan, SK+",05/02/2025,71.1615487316421
"Estevan, SK+",05/03/2025,69.6929238985313
"Moose Jaw, SK+",04/27/2025,44.7390932420872
"Moose Jaw, SK+",04/28/2025,53.9777587681779
"Moose Jaw, SK+",04/29/2025,66.1248930710008
"Moose Jaw, SK+",04/30/2025,73.5671514114627
"Moose Jaw, SK+",05/01/2025,71.770744225834
"Moose Jaw, SK+",05/02/2025,80.923866552609
"Moose Jaw, SK+",05/03/2025,81.0094097519247
"Prince Albert, SK+",04/27/2025,60.9090909090909
"Prince Albert, SK+",04/28/2025,83.75
"Prince Albert, SK+",04/29/2025,88.6363636363636
"Prince Albert, SK+",04/30/2025,86.590909090909
"Prince Albert, SK+",05/01/2025,85.6818181818181
"Prince Albert, SK+",05/02/2025,84.7727272727272
"Prince Albert, SK+",05/03/2025,79.6590909090909
"Regina, SK+",04/27/2025,52.2894004553503
"Regina, SK+",04/28/2025,65.8487224892486
"Regina, SK+",04/29/2025,76.2711864406779
"Regina, SK+",04/30/2025,73.7161649380217
"Regina, SK+",05/01/2025,79.1184437330706
"Regina, SK+",05/02/2025,82.1226298941147
"Regina, SK+",05/03/2025,82.3196257079537
"Saskatoon, SK+",04/27/2025,43.2094081942336
"Saskatoon, SK+",04/28/2025,69.9924127465857
"Saskatoon, SK+",04/29/2025,80.3490136570561
"Saskatoon, SK+",04/30/2025,79.0781487101669
"Saskatoon, SK+",05/01/2025,74.1274658573596
"Saskatoon, SK+",05/02/2025,84.8823975720789
"Saskatoon, SK+",05/03/2025,82.1130500758725
"Swift Current, SK+",04/27/2025,25.0491159135559
"Swift Current, SK+",04/28/2025,42.3379174852652
"Swift Current, SK+",04/29/2025,50.0982318271119
"Swift Current, SK+",04/30/2025,53.0451866404715
"Swift Current, SK+",05/01/2025,38.8015717092337
"Swift Current, SK+",05/02/2025,48.0353634577603
"Swift Current, SK+",05/03/2025,33.2023575638506
"Yorkton, SK+",04/27/2025,42.4023154848046
"Yorkton, SK+",04/28/2025,75.8321273516642
"Yorkton, SK+",04/29/2025,83.3574529667149
"Yorkton, SK+",04/30/2025,79.8842257597684
"Yorkton, SK+",05/01/2025,83.2127351664254
"Yorkton, SK+",05/02/2025,93.3429811866859
"Yorkton, SK+",05/03/2025,86.396526772793
