Location,Date,Value
Canada,04/27/2025,91.7679232222885
Canada,04/28/2025,122.298553501529
Canada,04/29/2025,138.302442669525
Canada,04/30/2025,137.854210984222
Canada,05/01/2025,139.031829785599
Canada,05/02/2025,149.318749064497
Canada,05/03/2025,157.62340541997
"Saskatchewan, Canada",04/27/2025,59.5643286114804
"Saskatchewan, Canada",04/28/2025,93.9124486618723
"Saskatchewan, Canada",04/29/2025,111.40223515457
"Saskatchewan, Canada",04/30/2025,106.923462080213
"Saskatchewan, Canada",05/01/2025,104.08811437059
"Saskatchewan, Canada",05/02/2025,121.335651689566
"Saskatchewan, Canada",05/03/2025,118.230341619529
"Estevan, SK+",04/27/2025,35.2215126666666
"Estevan, SK+",04/28/2025,55.1664835557692
"Estevan, SK+",04/29/2025,66.458245575
"Estevan, SK+",04/30/2025,67.9853095878205
"Estevan, SK+",05/01/2025,60.5407315324786
"Estevan, SK+",05/02/2025,80.2204454423076
"Estevan, SK+",05/03/2025,75.2461085555555
"Moose Jaw, SK+",04/27/2025,61.6450653147914
"Moose Jaw, SK+",04/28/2025,72.5782681055625
"Moose Jaw, SK+",04/29/2025,94.0281501538558
"Moose Jaw, SK+",04/30/2025,106.079230120353
"Moose Jaw, SK+",05/01/2025,109.500567362579
"Moose Jaw, SK+",05/02/2025,136.05063218938
"Moose Jaw, SK+",05/03/2025,140.88267844627
"Prince Albert, SK+",04/27/2025,95.7998662123893
"Prince Albert, SK+",04/28/2025,139.130861517551
"Prince Albert, SK+",04/29/2025,150.219482587168
"Prince Albert, SK+",04/30/2025,143.383296308702
"Prince Albert, SK+",05/01/2025,141.292309838053
"Prince Albert, SK+",05/02/2025,153.791974068141
"Prince Albert, SK+",05/03/2025,148.280438132743
"Regina, SK+",04/27/2025,69.1176015348084
"Regina, SK+",04/28/2025,92.5063451371019
"Regina, SK+",04/29/2025,112.747798482352
"Regina, SK+",04/30/2025,104.61857572674
"Regina, SK+",05/01/2025,114.160637787257
"Regina, SK+",05/02/2025,123.039275611143
"Regina, SK+",05/03/2025,123.423398488463
"Saskatoon, SK+",04/27/2025,62.5554564011194
"Saskatoon, SK+",04/28/2025,111.751831414645
"Saskatoon, SK+",04/29/2025,134.796304794123
"Saskatoon, SK+",04/30/2025,126.282128532019
"Saskatoon, SK+",05/01/2025,117.933546650721
"Saskatoon, SK+",05/02/2025,143.797117653464
"Saskatoon, SK+",05/03/2025,136.956360367674
"Swift Current, SK+",04/27/2025,27.679509
"Swift Current, SK+",04/28/2025,48.2569983177743
"Swift Current, SK+",04/29/2025,58.8896633476043
"Swift Current, SK+",04/30/2025,63.2860839877897
"Swift Current, SK+",05/01/2025,43.1976131245749
"Swift Current, SK+",05/02/2025,58.8273066959814
"Swift Current, SK+",05/03/2025,39.4454491190108
"Yorkton, SK+",04/27/2025,56.6591964055299
"Yorkton, SK+",04/28/2025,101.149211123041
"Yorkton, SK+",04/29/2025,113.946895656912
"Yorkton, SK+",04/30/2025,107.613578351612
"Yorkton, SK+",05/01/2025,116.151234661751
"Yorkton, SK+",05/02/2025,141.503268054838
"Yorkton, SK+",05/03/2025,130.016666479262
