Location,Date,Value
Canada,05/11/2025,39542357.7639779
Canada,05/12/2025,61953192.6566522
Canada,05/13/2025,75967324.6626353
Canada,05/14/2025,76813190.7267561
Canada,05/15/2025,66012397.5659321
Canada,05/16/2025,67756655.0139275
Canada,05/17/2025,79539488.0915081
"Saskatchewan, Canada",05/11/2025,1210325.23110229
"Saskatchewan, Canada",05/12/2025,2093595.48279379
"Saskatchewan, Canada",05/13/2025,2516669.50122672
"Saskatchewan, Canada",05/14/2025,2530777.935965
"Saskatchewan, Canada",05/15/2025,2270648.42285861
"Saskatchewan, Canada",05/16/2025,2516699.08637454
"Saskatchewan, Canada",05/17/2025,2712141.45463277
"Estevan, SK+",05/11/2025,33293.4392559401
"Estevan, SK+",05/12/2025,51475.9037309611
"Estevan, SK+",05/13/2025,55339.6330180555
"Estevan, SK+",05/14/2025,48949.7843314262
"Estevan, SK+",05/15/2025,38695.6132663737
"Estevan, SK+",05/16/2025,30861.8734638846
"Estevan, SK+",05/17/2025,33747.229080923
"Moose Jaw, SK+",05/11/2025,65705.3401534513
"Moose Jaw, SK+",05/12/2025,121951.808307532
"Moose Jaw, SK+",05/13/2025,140886.901867699
"Moose Jaw, SK+",05/14/2025,147099.810061261
"Moose Jaw, SK+",05/15/2025,115233.792521821
"Moose Jaw, SK+",05/16/2025,172830.970173345
"Moose Jaw, SK+",05/17/2025,199129.388238159
"Prince Albert, SK+",05/11/2025,78402.3168094395
"Prince Albert, SK+",05/12/2025,119129.707320306
"Prince Albert, SK+",05/13/2025,122131.165920353
"Prince Albert, SK+",05/14/2025,119819.046269026
"Prince Albert, SK+",05/15/2025,110045.832987563
"Prince Albert, SK+",05/16/2025,121212.035676814
"Prince Albert, SK+",05/17/2025,115406.726043185
"Regina, SK+",05/11/2025,207402.608016177
"Regina, SK+",05/12/2025,329350.307825425
"Regina, SK+",05/13/2025,428761.155913602
"Regina, SK+",05/14/2025,374560.246289674
"Regina, SK+",05/15/2025,306769.916110283
"Regina, SK+",05/16/2025,335874.65786071
"Regina, SK+",05/17/2025,387228.543000239
"Saskatoon, SK+",05/11/2025,323879.508519848
"Saskatoon, SK+",05/12/2025,566981.502001071
"Saskatoon, SK+",05/13/2025,701469.305826538
"Saskatoon, SK+",05/14/2025,787951.413373137
"Saskatoon, SK+",05/15/2025,809198.63288058
"Saskatoon, SK+",05/16/2025,901250.67182697
"Saskatoon, SK+",05/17/2025,917270.067908926
"Swift Current, SK+",05/11/2025,39988.1789017977
"Swift Current, SK+",05/12/2025,67051.1579015769
"Swift Current, SK+",05/13/2025,64138.3007746522
"Swift Current, SK+",05/14/2025,76999.56359517
"Swift Current, SK+",05/15/2025,62966.5837825823
"Swift Current, SK+",05/16/2025,66684.7050104605
"Swift Current, SK+",05/17/2025,81810.9614908933
"Yorkton, SK+",05/11/2025,53088.8786130875
"Yorkton, SK+",05/12/2025,91165.5346631654
"Yorkton, SK+",05/13/2025,93947.3404565668
"Yorkton, SK+",05/14/2025,80777.3892411405
"Yorkton, SK+",05/15/2025,72971.9934617582
"Yorkton, SK+",05/16/2025,67394.445709417
"Yorkton, SK+",05/17/2025,80222.1786175852
