Location,Date,Value
Canada,04/27/2025,182.707313429176
Canada,04/28/2025,189.09410542037
Canada,04/29/2025,194.321753524169
Canada,04/30/2025,192.03912326833
Canada,05/01/2025,198.677158077381
Canada,05/02/2025,205.560812261531
Canada,05/03/2025,210.451286385699
"Saskatchewan, Canada",04/27/2025,137.422556512856
"Saskatchewan, Canada",04/28/2025,146.568210390936
"Saskatchewan, Canada",04/29/2025,152.082118484524
"Saskatchewan, Canada",04/30/2025,147.170542907593
"Saskatchewan, Canada",05/01/2025,148.835511620626
"Saskatchewan, Canada",05/02/2025,158.449318357957
"Saskatchewan, Canada",05/03/2025,157.953769754173
"Estevan, SK+",04/27/2025,99.176364614035
"Estevan, SK+",04/28/2025,105.676972335731
"Estevan, SK+",04/29/2025,111.358447283389
"Estevan, SK+",04/30/2025,108.573554117862
"Estevan, SK+",05/01/2025,108.221975937533
"Estevan, SK+",05/02/2025,112.730044345756
"Estevan, SK+",05/03/2025,107.968075302894
"Moose Jaw, SK+",04/27/2025,137.787918456962
"Moose Jaw, SK+",04/28/2025,134.45958069002
"Moose Jaw, SK+",04/29/2025,142.19781051728
"Moose Jaw, SK+",04/30/2025,144.193744198481
"Moose Jaw, SK+",05/01/2025,152.569920437252
"Moose Jaw, SK+",05/02/2025,168.121764301676
"Moose Jaw, SK+",05/03/2025,173.909029676547
"Prince Albert, SK+",04/27/2025,157.283362438251
"Prince Albert, SK+",04/28/2025,166.126401812001
"Prince Albert, SK+",04/29/2025,169.478390611164
"Prince Albert, SK+",04/30/2025,165.587008860443
"Prince Albert, SK+",05/01/2025,164.903491588178
"Prince Albert, SK+",05/02/2025,181.416805871266
"Prince Albert, SK+",05/03/2025,186.143773975483
"Regina, SK+",04/27/2025,132.182815126801
"Regina, SK+",04/28/2025,140.483128054922
"Regina, SK+",04/29/2025,147.824891343529
"Regina, SK+",04/30/2025,141.920806399383
"Regina, SK+",05/01/2025,144.290803004684
"Regina, SK+",05/02/2025,149.823837558276
"Regina, SK+",05/03/2025,149.931923799476
"Saskatoon, SK+",04/27/2025,144.772768282134
"Saskatoon, SK+",04/28/2025,159.662779191872
"Saskatoon, SK+",04/29/2025,167.763484153592
"Saskatoon, SK+",04/30/2025,159.692823607773
"Saskatoon, SK+",05/01/2025,159.095613598414
"Saskatoon, SK+",05/02/2025,169.407464641132
"Saskatoon, SK+",05/03/2025,166.790005049291
"Swift Current, SK+",04/27/2025,110.500941811764
"Swift Current, SK+",04/28/2025,113.98056679233
"Swift Current, SK+",04/29/2025,117.548386838943
"Swift Current, SK+",04/30/2025,119.305987962166
"Swift Current, SK+",05/01/2025,111.329544710929
"Swift Current, SK+",05/02/2025,122.466663019446
"Swift Current, SK+",05/03/2025,118.803157405778
"Yorkton, SK+",04/27/2025,133.622882990516
"Yorkton, SK+",04/28/2025,133.385696347369
"Yorkton, SK+",04/29/2025,136.696709893969
"Yorkton, SK+",04/30/2025,134.711925074211
"Yorkton, SK+",05/01/2025,139.583483741339
"Yorkton, SK+",05/02/2025,151.594973993633
"Yorkton, SK+",05/03/2025,150.48830240732
