Location,Date,Value
Canada,05/18/2025,63.5697965761211
Canada,05/19/2025,48.0020750780913
Canada,05/20/2025,65.8749732287358
Canada,05/21/2025,71.500140204146
Canada,05/22/2025,71.0687088633307
Canada,05/23/2025,74.3152628220555
Canada,05/24/2025,79.9561061665536
"Saskatchewan, Canada",05/18/2025,54.3959577400091
"Saskatchewan, Canada",05/19/2025,38.6495176848874
"Saskatchewan, Canada",05/20/2025,61.8190169958658
"Saskatchewan, Canada",05/21/2025,66.3757464400551
"Saskatchewan, Canada",05/22/2025,66.3160312356453
"Saskatchewan, Canada",05/23/2025,71.0381258612769
"Saskatchewan, Canada",05/24/2025,75.0757923748277
"Estevan, SK+",05/18/2025,35.6475300400534
"Estevan, SK+",05/19/2025,37.6502002670226
"Estevan, SK+",05/20/2025,53.0040053404539
"Estevan, SK+",05/21/2025,49.799732977303
"Estevan, SK+",05/22/2025,49.3991989319092
"Estevan, SK+",05/23/2025,47.6635514018691
"Estevan, SK+",05/24/2025,46.5954606141522
"Moose Jaw, SK+",05/18/2025,57.7416595380667
"Moose Jaw, SK+",05/19/2025,48.0752780153977
"Moose Jaw, SK+",05/20/2025,58.5115483319076
"Moose Jaw, SK+",05/21/2025,60.0513259195893
"Moose Jaw, SK+",05/22/2025,52.1813515825491
"Moose Jaw, SK+",05/23/2025,77.7587681779298
"Moose Jaw, SK+",05/24/2025,77.5021385799828
"Prince Albert, SK+",05/18/2025,62.9545454545454
"Prince Albert, SK+",05/19/2025,53.2954545454545
"Prince Albert, SK+",05/20/2025,76.590909090909
"Prince Albert, SK+",05/21/2025,81.1363636363636
"Prince Albert, SK+",05/22/2025,92.9545454545454
"Prince Albert, SK+",05/23/2025,92.3863636363636
"Prince Albert, SK+",05/24/2025,95.2272727272727
"Regina, SK+",05/18/2025,41.3444964294508
"Regina, SK+",05/19/2025,32.1595666092095
"Regina, SK+",05/20/2025,50.1354346220142
"Regina, SK+",05/21/2025,57.7690224082738
"Regina, SK+",05/22/2025,65.4026101945333
"Regina, SK+",05/23/2025,73.8241812361487
"Regina, SK+",05/24/2025,77.0253632110317
"Saskatoon, SK+",05/18/2025,73.3525456292026
"Saskatoon, SK+",05/19/2025,42.1325648414985
"Saskatoon, SK+",05/20/2025,68.95292987512
"Saskatoon, SK+",05/21/2025,73.8136407300672
"Saskatoon, SK+",05/22/2025,73.2756964457252
"Saskatoon, SK+",05/23/2025,78.5975024015369
"Saskatoon, SK+",05/24/2025,86.954851104707
"Swift Current, SK+",05/18/2025,46.3654223968565
"Swift Current, SK+",05/19/2025,29.0766208251473
"Swift Current, SK+",05/20/2025,48.3300589390962
"Swift Current, SK+",05/21/2025,50.0982318271119
"Swift Current, SK+",05/22/2025,46.0707269155206
"Swift Current, SK+",05/23/2025,46.9548133595284
"Swift Current, SK+",05/24/2025,44.9901768172888
"Yorkton, SK+",05/18/2025,59.0448625180897
"Yorkton, SK+",05/19/2025,56.0057887120115
"Yorkton, SK+",05/20/2025,97.9739507959479
"Yorkton, SK+",05/21/2025,96.9609261939218
"Yorkton, SK+",05/22/2025,96.5267727930535
"Yorkton, SK+",05/23/2025,91.8958031837916
"Yorkton, SK+",05/24/2025,89.0014471780028
