Location,Date,Value
Canada,05/18/2025,199.05129401955
Canada,05/19/2025,192.036986816728
Canada,05/20/2025,199.241244246654
Canada,05/21/2025,206.127293358055
Canada,05/22/2025,204.90829662828
Canada,05/23/2025,216.25600952886
Canada,05/24/2025,227.930748661191
"Saskatchewan, Canada",05/18/2025,149.655547052043
"Saskatchewan, Canada",05/19/2025,137.68722736485
"Saskatchewan, Canada",05/20/2025,142.890473379116
"Saskatchewan, Canada",05/21/2025,143.668075266224
"Saskatchewan, Canada",05/22/2025,144.047494273605
"Saskatchewan, Canada",05/23/2025,154.543026234537
"Saskatchewan, Canada",05/24/2025,159.602542663249
"Estevan, SK+",05/18/2025,103.284057389801
"Estevan, SK+",05/19/2025,96.4479206213243
"Estevan, SK+",05/20/2025,111.843680144179
"Estevan, SK+",05/21/2025,106.459990094796
"Estevan, SK+",05/22/2025,104.544737608056
"Estevan, SK+",05/23/2025,102.696912968908
"Estevan, SK+",05/24/2025,103.620972321688
"Moose Jaw, SK+",05/18/2025,162.241324378997
"Moose Jaw, SK+",05/19/2025,140.439965845135
"Moose Jaw, SK+",05/20/2025,140.787405257646
"Moose Jaw, SK+",05/21/2025,143.070553680205
"Moose Jaw, SK+",05/22/2025,144.049589757249
"Moose Jaw, SK+",05/23/2025,159.701738005547
"Moose Jaw, SK+",05/24/2025,172.189598805719
"Prince Albert, SK+",05/18/2025,153.791400218523
"Prince Albert, SK+",05/19/2025,157.131190775503
"Prince Albert, SK+",05/20/2025,157.894645091077
"Prince Albert, SK+",05/21/2025,155.895079181973
"Prince Albert, SK+",05/22/2025,161.932895895709
"Prince Albert, SK+",05/23/2025,195.555980522657
"Prince Albert, SK+",05/24/2025,196.603685978837
"Regina, SK+",05/18/2025,125.341860858391
"Regina, SK+",05/19/2025,127.630468339905
"Regina, SK+",05/20/2025,131.451477373565
"Regina, SK+",05/21/2025,135.564781948692
"Regina, SK+",05/22/2025,137.962912131712
"Regina, SK+",05/23/2025,142.792395390683
"Regina, SK+",05/24/2025,145.092235672263
"Saskatoon, SK+",05/18/2025,166.185621901453
"Saskatoon, SK+",05/19/2025,143.440977383477
"Saskatoon, SK+",05/20/2025,153.489088487875
"Saskatoon, SK+",05/21/2025,153.164787315244
"Saskatoon, SK+",05/22/2025,152.814879720418
"Saskatoon, SK+",05/23/2025,163.670722674659
"Saskatoon, SK+",05/24/2025,170.256446721086
"Swift Current, SK+",05/18/2025,119.377722394496
"Swift Current, SK+",05/19/2025,110.158581989936
"Swift Current, SK+",05/20/2025,115.538616372921
"Swift Current, SK+",05/21/2025,113.915247201057
"Swift Current, SK+",05/22/2025,110.776042526116
"Swift Current, SK+",05/23/2025,120.785939789466
"Swift Current, SK+",05/24/2025,120.200496392755
"Yorkton, SK+",05/18/2025,134.034903936839
"Yorkton, SK+",05/19/2025,130.753363474838
"Yorkton, SK+",05/20/2025,140.131563367787
"Yorkton, SK+",05/21/2025,141.237663147616
"Yorkton, SK+",05/22/2025,140.373705114915
"Yorkton, SK+",05/23/2025,144.030251370106
"Yorkton, SK+",05/24/2025,146.302908583949
